GEN	CPU	P1_Generation	P1_E	P1_Mu	P1_Lambda	P1_Tau	P1_Sigma	P1_EvalCount	P1_DuplicateCount	P1_CacheCount	P1_OpUse_singleParameterAlterationMutation	P1_MAB_singleParameterAlterationMutation	P1_OpUse_onePointCrossover	P1_MAB_onePointCrossover	P1_OpUse_twoPointCrossover	P1_MAB_twoPointCrossover	P1_AvgAge	P1_AvgIndSize	P1_Avg_f0	P1_Avg_f1	P1_Avg_f2	P1_Best_f0	P1_Best_f1	P1_Best_f2	P1_Worst_f0	P1_Worst_f1	P1_Worst_f2
0	0	0	6,45216	20	20	1	0,9	10	0	0	0	0	0	0	0	0	0	124	0,0411765	3,36E-05	0,01	0,411765	0,00033557	0,1	0	0	0
1	75	1	6,43564	20	20	1	0,909	35	1	7	7	0,571426	7	0,606421	6	0,699356	0,95	124	0,0927171	8,44E-05	0,025	0,411765	0,00033557	0,1	0	0	0
2	136	2	6,09173	20	20	1	0,9171	63	4	14	2	0,626239	6	0,67661	12	0,817259	1,45	124	0,253641	0,000235843	0,07	0,411765	0,00033557	0,1	0	0	0
3	187	3	5,62919	20	20	1	0,92439	87	4	18	12	0,735527	3	0,696786	5	0,834475	1,6	124	0,386397	0,000334299	0,1	0,411765	0,000340136	0,1	0,333333	0,000331126	0,1
4	260	4	5,63954	20	20	1	0,930951	121	4	18	6	0,726975	6	0,728937	8	0,85225	1,85	124	0,411765	0,000336712	0,1	0,411765	0,000340136	0,1	0,411765	0,00033557	0,1
5	323	5	5,63758	20	20	1	0,936856	150	6	23	4	0,719598	7	0,757459	9	0,846855	2,6	124	0,411765	0,000337625	0,1	0,411765	0,000340136	0,1	0,411765	0,00033557	0,1
6	387	6	5,64567	20	20	1	0,94217	180	6	29	4	0,705003	7	0,774193	9	0,850966	1,95	124	0,411765	0,000339679	0,1	0,411765	0,000340136	0,1	0,411765	0,00033557	0,1
7	443	7	5,65421	20	20	1	0,946953	206	7	39	3	0,707199	8	0,766112	9	0,847865	2,4	124	0,414861	0,000339908	0,1	0,473684	0,00033557	0,1	0,411765	0,000340136	0,1
8	504	8	5,71423	20	20	1	0,951258	234	8	47	3	0,713893	7	0,747005	10	0,850279	3,1	124	0,42678	0,000335429	0,1	0,5	0,000299401	0,1	0,411765	0,000340136	0,1
9	573	9	5,77147	20	20	1	0,955132	266	8	51	4	0,722412	5	0,747194	11	0,850623	3,75	124	0,435604	0,000331001	0,1	0,5	0,000299401	0,1	0,411765	0,000340136	0,1
10	639	10	5,83792	20	20	1	0,958619	297	8	52	8	0,686933	6	0,74884	6	0,849988	3,2	124	0,459761	0,000322359	0,1	0,5	0,000299401	0,1	0,411765	0,000340136	0,1
11	715	11	5,82065	20	20	1	0,961757	332	9	54	2	0,674302	5	0,755182	13	0,852111	1,9	124	0,495694	0,000306507	0,1	0,545455	0,000289017	0,1	0,473684	0,00033557	0,1
12	781	12	5,77263	20	20	1	0,964581	363	9	60	3	0,663536	6	0,758463	11	0,855071	2,05	124	0,502273	0,000297819	0,1	0,545455	0,000289017	0,1	0,5	0,000295858	0,1
13	844	13	5,63817	20	20	1	0,967123	393	9	66	4	0,64924	5	0,753605	11	0,855921	2	124	0,502273	0,000299063	0,1	0,545455	0,000289017	0,1	0,5	0,000299401	0,1
14	905	14	5,6322	20	20	1	0,969411	422	10	72	4	0,636877	6	0,747535	10	0,85853	2,85	124	0,502273	0,000299426	0,1	0,545455	0,000289017	0,1	0,5	0,000299401	0,1
15	962	15	5,66978	20	20	1	0,97147	449	12	79	4	0,621136	8	0,735236	8	0,860302	2,75	124	0,509091	0,000299287	0,1	0,545455	0,000295858	0,1	0,5	0,000299401	0,1
16	1020	16	5,73438	20	20	1	0,973323	477	14	89	0	0,621136	8	0,733267	12	0,862484	1,7	124	0,515909	0,000298806	0,1	0,545455	0,000295858	0,1	0,5	0,00030303	0,1
17	1097	17	5,79707	20	20	1	0,974991	514	14	90	2	0,615212	4	0,737126	14	0,8603	1,6	124	0,543182	0,000290973	0,1	0,545455	0,000295858	0,1	0,5	0,00030303	0,1
18	1165	18	5,72336	20	20	1	0,976491	547	14	94	3	0,607831	5	0,741477	12	0,861527	1,85	124	0,545455	0,000293275	0,1	0,545455	0,000295858	0,1	0,545455	0,000289017	0,1
19	1232	19	5,5791	20	20	1	0,977842	579	15	100	1	0,605392	6	0,736334	13	0,862417	1,65	124	0,545455	0,000295685	0,1	0,545455	0,000295858	0,1	0,545455	0,000292398	0,1
20	1292	20	5,57567	20	20	1	0,979058	608	16	107	3	0,598123	8	0,740092	9	0,862612	2,35	124	0,545455	0,000296217	0,1	0,545455	0,00030303	0,1	0,545455	0,000295858	0,1
21	1359	21	5,58165	20	20	1	0,980152	640	17	113	1	0,593679	8	0,736322	11	0,863653	3,1	124	0,545455	0,000296934	0,1	0,545455	0,00030303	0,1	0,545455	0,000295858	0,1
22	1434	22	5,57684	20	20	1	0,981137	676	17	116	1	0,589381	7	0,739318	12	0,866387	2,5	124	0,545455	0,000300157	0,1	0,545455	0,00030303	0,1	0,545455	0,000295858	0,1
23	1498	23	5,53759	20	20	1	0,982023	707	20	120	2	0,580619	3	0,740708	15	0,863488	1,55	124	0,545455	0,00030303	0,1	0,545455	0,00030303	0,1	0,545455	0,00030303	0,1
24	1563	24	5,53759	20	20	1	0,982821	738	21	127	1	0,576257	7	0,736993	12	0,866761	2,5	124	0,545455	0,00030303	0,1	0,545455	0,00030303	0,1	0,545455	0,00030303	0,1
25	1638	25	5,53759	20	20	1	0,983539	774	21	131	0	0,576257	5	0,736701	15	0,868457	3,45	124	0,545455	0,00030303	0,1	0,545455	0,00030303	0,1	0,545455	0,00030303	0,1
26	1711	26	5,53759	20	20	1	0,984185	808	21	134	3	0,564293	3	0,737285	14	0,868186	4,4	124	0,545455	0,00030303	0,1	0,545455	0,00030303	0,1	0,545455	0,00030303	0,1
27	1793	27	5,53834	20	20	1	0,984767	846	21	135	1	0,5605	5	0,735493	14	0,870261	5,15	124	0,545455	0,000303216	0,1	0,545455	0,000306748	0,1	0,545455	0,00030303	0,1
28	1875	28	5,54343	20	20	1	0,98529	884	21	137	0	0,5605	7	0,738854	13	0,871455	5,6	124	0,545455	0,000303588	0,1	0,545455	0,000306748	0,1	0,545455	0,00030303	0,1
29	1948	29	5,55263	20	20	1	0,985761	918	22	139	3	0,549932	3	0,739996	14	0,869412	5,35	124	0,545455	0,000304332	0,1	0,545455	0,000306748	0,1	0,545455	0,00030303	0,1
30	2013	30	5,56716	20	20	1	0,986185	948	24	144	3	0,541308	8	0,734519	9	0,870226	4,4	124	0,545455	0,000305261	0,1	0,545455	0,000306748	0,1	0,545455	0,00030303	0,1
